Width,step,V(drain),V(gate),V(source),V(body),I(Vd),I(Vg),I(Vs),I(Vb)
8w,0.55,-0.55,0.0,0.0,0.0,3.736712e-08,-5.16279e-09,-3.22043e-08,-1.45497e-16
8w,0.56,-0.56,0.0,0.0,0.0,3.853372e-08,-5.38902e-09,-3.31447e-08,-1.52732e-16
8w,0.57,-0.57,0.0,0.0,0.0,3.973329e-08,-5.62229e-09,-3.4111e-08,-1.60258e-16
8w,0.58,-0.58,0.0,0.0,0.0,4.096664e-08,-5.86275e-09,-3.51039e-08,-1.68085e-16
8w,0.59,-0.59,0.0,0.0,0.0,4.223464e-08,-6.11057e-09,-3.61241e-08,-1.76224e-16
8w,0.6,-0.6,0.0,0.0,0.0,4.353814e-08,-6.36591e-09,-3.71722e-08,-1.84686e-16
8w,0.61,-0.61,0.0,0.0,0.0,4.487804e-08,-6.62893e-09,-3.82491e-08,-1.93481e-16
8w,0.62,-0.62,0.0,0.0,0.0,4.625526e-08,-6.8998e-09,-3.93555e-08,-2.02621e-16
8w,0.63,-0.63,0.0,0.0,0.0,4.767071e-08,-7.1787e-09,-4.0492e-08,-2.12119e-16
8w,0.64,-0.64,0.0,0.0,0.0,4.912535e-08,-7.46579e-09,-4.16596e-08,-2.21987e-16
8w,0.65,-0.65,0.0,0.0,0.0,5.062016e-08,-7.76127e-09,-4.28589e-08,-2.32236e-16
8w,0.66,-0.66,0.0,0.0,0.0,5.215613e-08,-8.0653e-09,-4.40908e-08,-2.42881e-16
8w,0.67,-0.67,0.0,0.0,0.0,5.373427e-08,-8.37808e-09,-4.53562e-08,-2.53934e-16
8w,0.68,-0.68,0.0,0.0,0.0,5.535564e-08,-8.69979e-09,-4.66559e-08,-2.6541e-16
8w,0.69,-0.69,0.0,0.0,0.0,5.702129e-08,-9.03062e-09,-4.79907e-08,-2.77322e-16
8w,0.7,-0.7,0.0,0.0,0.0,5.873232e-08,-9.37077e-09,-4.93615e-08,-2.89686e-16
8w,0.71,-0.71,0.0,0.0,0.0,6.048983e-08,-9.72044e-09,-5.07694e-08,-3.02516e-16
8w,0.72,-0.72,0.0,0.0,0.0,6.229498e-08,-1.00798e-08,-5.22152e-08,-3.15828e-16
8w,0.73,-0.73,0.0,0.0,0.0,6.414893e-08,-1.04491e-08,-5.36998e-08,-3.29638e-16
8w,0.74,-0.74,0.0,0.0,0.0,6.605288e-08,-1.08286e-08,-5.52243e-08,-3.43963e-16
8w,0.75,-0.75,0.0,0.0,0.0,6.800806e-08,-1.12184e-08,-5.67896e-08,-3.58818e-16
8w,0.76,-0.76,0.0,0.0,0.0,7.001571e-08,-1.16188e-08,-5.83969e-08,-3.74223e-16
8w,0.77,-0.77,0.0,0.0,0.0,7.207712e-08,-1.20299e-08,-6.00472e-08,-3.90194e-16
8w,0.78,-0.78,0.0,0.0,0.0,7.419362e-08,-1.24521e-08,-6.17415e-08,-4.06751e-16
8w,0.79,-0.79,0.0,0.0,0.0,7.636655e-08,-1.28855e-08,-6.3481e-08,-4.23912e-16
8w,0.8,-0.8,0.0,0.0,0.0,7.859731e-08,-1.33304e-08,-6.52669e-08,-4.41697e-16
8w,0.81,-0.81,0.0,0.0,0.0,8.08873e-08,-1.3787e-08,-6.71003e-08,-4.60126e-16
8w,0.82,-0.82,0.0,0.0,0.0,8.323799e-08,-1.42556e-08,-6.89824e-08,-4.79219e-16
8w,0.83,-0.83,0.0,0.0,0.0,8.565087e-08,-1.47364e-08,-7.09145e-08,-4.98999e-16
8w,0.84,-0.84,0.0,0.0,0.0,8.812749e-08,-1.52296e-08,-7.28979e-08,-5.19486e-16
8w,0.85,-0.85,0.0,0.0,0.0,9.066942e-08,-1.57356e-08,-7.49339e-08,-5.40704e-16
8w,0.86,-0.86,0.0,0.0,0.0,9.327829e-08,-1.62545e-08,-7.70238e-08,-5.62675e-16
8w,0.87,-0.87,0.0,0.0,0.0,9.595576e-08,-1.67866e-08,-7.91692e-08,-5.85423e-16
8w,0.88,-0.88,0.0,0.0,0.0,9.870355e-08,-1.73322e-08,-8.13713e-08,-6.08973e-16
8w,0.89,-0.89,0.0,0.0,0.0,1.015234e-07,-1.78917e-08,-8.36318e-08,-6.3335e-16
8w,0.9,-0.9,0.0,0.0,0.0,1.044172e-07,-1.84651e-08,-8.59521e-08,-6.5858e-16
